--- RISAT-2B Logs ---
[2025-01-01 00:00:00] Temperature: 18.1°C, Voltage: 3.81V, Current: 1.17A, Signal_Strength: -48dBm, Antenna_Angle: 153.26°, Roll: 1.23°, Pitch: -1.09°, Yaw: 1.62°, Packets_Sent: 1818, Status: OK
[2025-01-01 07:20:00] Temperature: 26.6°C, Voltage: 3.48V, Current: 1.39A, Signal_Strength: -52dBm, Antenna_Angle: 9.78°, Roll: -0.73°, Pitch: -0.72°, Yaw: 96.18°, Packets_Sent: 1308, Status: OK
[2025-01-01 07:21:00] Temperature: 32.8°C, Voltage: 3.52V, Current: 1.10A, Signal_Strength: -70dBm, Antenna_Angle: 172.90°, Roll: -0.27°, Pitch: 0.66°, Yaw: 359.62°, Packets_Sent: 1681, Status: OK
[2025-01-01 07:22:00] Temperature: 38.3°C, Voltage: 3.68V, Current: 0.66A, Signal_Strength: -59dBm, Antenna_Angle: 33.58°, Roll: -1.63°, Pitch: -1.74°, Yaw: 296.17°, Packets_Sent: 1412, Status: OK
[2025-01-01 07:23:00] Temperature: 20.8°C, Voltage: 3.72V, Current: 1.32A, Signal_Strength: -51dBm, Antenna_Angle: 282.03°, Roll: -1.49°, Pitch: 0.61°, Yaw: 309.11°, Packets_Sent: 1525, Status: OK
[2025-01-01 07:24:00] Temperature: 26.4°C, Voltage: 3.72V, Current: 0.96A, Signal_Strength: -69dBm, Antenna_Angle: 147.64°, Roll: 1.22°, Pitch: 0.70°, Yaw: 193.96°, Packets_Sent: 1312, Status: OK
[2025-01-01 07:25:00] Temperature: 22.1°C, Voltage: 3.53V, Current: 0.81A, Signal_Strength: -47dBm, Antenna_Angle: 265.52°, Roll: -0.26°, Pitch: 0.45°, Yaw: 263.39°, Packets_Sent: 1680, Status: OK
[2025-01-01 07:26:00] Temperature: 38.3°C, Voltage: 3.59V, Current: 0.72A, Signal_Strength: -66dBm, Antenna_Angle: 261.88°, Roll: -0.47°, Pitch: 0.48°, Yaw: 48.08°, Packets_Sent: 1261, Status: OK
[2025-01-01 07:27:00] Temperature: 15.6°C, Voltage: 3.56V, Current: 0.77A, Signal_Strength: -50dBm, Antenna_Angle: 207.94°, Roll: -1.35°, Pitch: 1.04°, Yaw: 201.39°, Packets_Sent: 1611, Status: OK
[2025-01-01 07:28:00] Temperature: 30.7°C, Voltage: 3.70V, Current: 0.81A, Signal_Strength: -67dBm, Antenna_Angle: 354.77°, Roll: 1.37°, Pitch: 1.46°, Yaw: 89.54°, Packets_Sent: 1882, Status: OK
[2025-01-01 07:29:00] Temperature: 42.1°C, Voltage: 3.80V, Current: 0.86A, Signal_Strength: -65dBm, Antenna_Angle: 116.17°, Roll: 1.36°, Pitch: -0.12°, Yaw: 118.13°, Packets_Sent: 1096, Status: OK
[2025-01-01 07:30:00] Temperature: 18.7°C, Voltage: 3.67V, Current: 0.62A, Signal_Strength: -74dBm, Antenna_Angle: 213.08°, Roll: -0.90°, Pitch: 0.20°, Yaw: 341.82°, Packets_Sent: 1596, Status: OK
[2025-01-01 07:31:00] Temperature: 23.2°C, Voltage: 3.56V, Current: 1.20A, Signal_Strength: -56dBm, Antenna_Angle: 240.10°, Roll: 1.85°, Pitch: -0.28°, Yaw: 212.05°, Packets_Sent: 1957, Status: OK
[2025-01-01 07:32:00] Temperature: 22.7°C, Voltage: 3.46V, Current: 1.17A, Signal_Strength: -97dBm, Antenna_Angle: 307.20°, Roll: 1.49°, Pitch: 1.47°, Yaw: 155.96°, Packets_Sent: 945, Status: Warning
[2025-01-01 07:33:00] Temperature: 42.2°C, Voltage: 3.48V, Current: 1.46A, Signal_Strength: -69dBm, Antenna_Angle: 188.49°, Roll: -1.59°, Pitch: -0.43°, Yaw: 298.53°, Packets_Sent: 1817, Status: OK
[2025-01-01 07:34:00] Temperature: 36.8°C, Voltage: 3.45V, Current: 0.77A, Signal_Strength: -59dBm, Antenna_Angle: 181.86°, Roll: 0.74°, Pitch: -0.46°, Yaw: 238.38°, Packets_Sent: 940, Status: OK
[2025-01-01 07:35:00] Temperature: 41.6°C, Voltage: 3.72V, Current: 0.62A, Signal_Strength: -54dBm, Antenna_Angle: 349.07°, Roll: 0.44°, Pitch: 0.56°, Yaw: 156.57°, Packets_Sent: 1653, Status: OK
[2025-01-01 07:36:00] Temperature: 15.6°C, Voltage: 3.84V, Current: 1.42A, Signal_Strength: -65dBm, Antenna_Angle: 327.35°, Roll: 1.13°, Pitch: -0.37°, Yaw: 254.66°, Packets_Sent: 1586, Status: OK
[2025-01-01 07:37:00] Temperature: 21.9°C, Voltage: 3.59V, Current: 0.45A, Signal_Strength: -50dBm, Antenna_Angle: 269.77°, Roll: 1.60°, Pitch: 1.18°, Yaw: 156.46°, Packets_Sent: 1441, Status: OK
[2025-01-01 07:38:00] Temperature: 36.1°C, Voltage: 3.69V, Current: 1.39A, Signal_Strength: -51dBm, Antenna_Angle: 44.77°, Roll: 1.38°, Pitch: -0.68°, Yaw: 352.91°, Packets_Sent: 968, Status: OK
[2025-01-01 07:39:00] Temperature: 22.2°C, Voltage: 3.58V, Current: 1.18A, Signal_Strength: -60dBm, Antenna_Angle: 268.04°, Roll: 1.50°, Pitch: -0.80°, Yaw: 357.37°, Packets_Sent: 1670, Status: OK
[2025-01-01 07:40:00] Temperature: 27.3°C, Voltage: 3.75V, Current: 0.97A, Signal_Strength: -66dBm, Antenna_Angle: 88.02°, Roll: 1.44°, Pitch: 1.47°, Yaw: 241.62°, Packets_Sent: 1733, Status: OK
[2025-01-01 07:41:00] Temperature: 30.4°C, Voltage: 3.54V, Current: 1.19A, Signal_Strength: -72dBm, Antenna_Angle: 277.11°, Roll: -0.24°, Pitch: 0.31°, Yaw: 216.38°, Packets_Sent: 1189, Status: OK
[2025-01-01 07:42:00] Temperature: 39.2°C, Voltage: 3.71V, Current: 0.40A, Signal_Strength: -66dBm, Antenna_Angle: 331.43°, Roll: -1.41°, Pitch: 1.47°, Yaw: 254.91°, Packets_Sent: 1655, Status: OK
[2025-01-01 07:43:00] Temperature: 30.7°C, Voltage: 3.75V, Current: 0.45A, Signal_Strength: -69dBm, Antenna_Angle: 117.91°, Roll: -1.79°, Pitch: -1.22°, Yaw: 152.08°, Packets_Sent: 1200, Status: OK
[2025-01-01 07:44:00] Temperature: 35.4°C, Voltage: 3.53V, Current: 1.05A, Signal_Strength: -63dBm, Antenna_Angle: 281.11°, Roll: 0.99°, Pitch: 0.87°, Yaw: 83.74°, Packets_Sent: 1673, Status: OK
[2025-01-01 07:45:00] Temperature: 35.2°C, Voltage: 3.51V, Current: 0.64A, Signal_Strength: -62dBm, Antenna_Angle: 151.80°, Roll: 0.86°, Pitch: 0.97°, Yaw: 17.21°, Packets_Sent: 1876, Status: OK
[2025-01-01 07:46:00] Temperature: 40.1°C, Voltage: 3.80V, Current: 0.73A, Signal_Strength: -49dBm, Antenna_Angle: 165.95°, Roll: -1.31°, Pitch: -0.35°, Yaw: 48.92°, Packets_Sent: 1776, Status: OK
[2025-01-01 07:47:00] Temperature: 26.8°C, Voltage: 3.67V, Current: 1.17A, Signal_Strength: -60dBm, Antenna_Angle: 324.61°, Roll: 1.25°, Pitch: -0.94°, Yaw: 178.48°, Packets_Sent: 1900, Status: OK
[2025-01-01 07:48:00] Temperature: 26.2°C, Voltage: 3.56V, Current: 0.72A, Signal_Strength: -68dBm, Antenna_Angle: 102.69°, Roll: 0.85°, Pitch: -1.45°, Yaw: 127.49°, Packets_Sent: 1928, Status: OK
[2025-01-01 07:49:00] Temperature: 37.5°C, Voltage: 3.76V, Current: 1.37A, Signal_Strength: -49dBm, Antenna_Angle: 346.42°, Roll: -0.10°, Pitch: -0.14°, Yaw: 200.72°, Packets_Sent: 1391, Status: OK
[2025-01-01 07:50:00] Temperature: 23.0°C, Voltage: 3.51V, Current: 1.45A, Signal_Strength: -61dBm, Antenna_Angle: 168.20°, Roll: -0.77°, Pitch: -0.22°, Yaw: 71.90°, Packets_Sent: 1064, Status: OK
[2025-01-01 07:51:00] Temperature: 24.5°C, Voltage: 3.64V, Current: 0.63A, Signal_Strength: -52dBm, Antenna_Angle: 21.38°, Roll: 1.16°, Pitch: 0.57°, Yaw: 16.74°, Packets_Sent: 1019, Status: OK
[2025-01-01 07:52:00] Temperature: 37.2°C, Voltage: 3.77V, Current: 0.81A, Signal_Strength: -64dBm, Antenna_Angle: 182.24°, Roll: 0.98°, Pitch: 0.89°, Yaw: 123.62°, Packets_Sent: 1395, Status: OK
[2025-01-01 07:53:00] Temperature: 43.8°C, Voltage: 3.58V, Current: 1.12A, Signal_Strength: -64dBm, Antenna_Angle: 123.10°, Roll: 1.66°, Pitch: 1.46°, Yaw: 46.85°, Packets_Sent: 1269, Status: OK
[2025-01-01 07:54:00] Temperature: 44.5°C, Voltage: 3.70V, Current: 1.41A, Signal_Strength: -55dBm, Antenna_Angle: 4.85°, Roll: -0.96°, Pitch: -1.88°, Yaw: 359.82°, Packets_Sent: 975, Status: OK
[2025-01-01 07:55:00] Temperature: 17.1°C, Voltage: 3.74V, Current: 1.30A, Signal_Strength: -57dBm, Antenna_Angle: 271.24°, Roll: 1.30°, Pitch: -1.69°, Yaw: 216.00°, Packets_Sent: 1640, Status: OK
[2025-01-01 07:56:00] Temperature: 30.1°C, Voltage: 3.69V, Current: 0.84A, Signal_Strength: -66dBm, Antenna_Angle: 28.93°, Roll: 0.73°, Pitch: -0.73°, Yaw: 77.41°, Packets_Sent: 1108, Status: OK
[2025-01-01 07:57:00] Temperature: 38.6°C, Voltage: 3.56V, Current: 0.87A, Signal_Strength: -66dBm, Antenna_Angle: 110.31°, Roll: -0.30°, Pitch: -1.63°, Yaw: 231.41°, Packets_Sent: 1818, Status: OK
[2025-01-01 07:58:00] Temperature: 30.3°C, Voltage: 3.72V, Current: 0.71A, Signal_Strength: -61dBm, Antenna_Angle: 210.07°, Roll: 0.68°, Pitch: 1.43°, Yaw: 300.19°, Packets_Sent: 1718, Status: OK
[2025-01-01 07:59:00] Temperature: 19.4°C, Voltage: 3.70V, Current: 1.21A, Signal_Strength: -54dBm, Antenna_Angle: 132.79°, Roll: 1.91°, Pitch: 0.34°, Yaw: 6.04°, Packets_Sent: 1602, Status: OK
[2025-01-01 08:00:00] Temperature: 17.0°C, Voltage: 3.74V, Current: 1.17A, Signal_Strength: -54dBm, Antenna_Angle: 1.30°, Roll: 0.30°, Pitch: -1.26°, Yaw: 152.21°, Packets_Sent: 1269, Status: OK
[2025-01-01 08:01:00] Temperature: 81.6°C, Voltage: 3.56V, Current: 0.93A, Signal_Strength: -68dBm, Antenna_Angle: 192.61°, Roll: 1.66°, Pitch: -1.73°, Yaw: 19.73°, Packets_Sent: 1257, Status: Critical
[2025-01-01 08:02:00] Temperature: 26.3°C, Voltage: 3.57V, Current: 0.74A, Signal_Strength: -49dBm, Antenna_Angle: 76.75°, Roll: -0.99°, Pitch: 0.93°, Yaw: 180.12°, Packets_Sent: 1084, Status: OK
[2025-01-01 08:03:00] Temperature: 28.7°C, Voltage: 3.80V, Current: 1.31A, Signal_Strength: -75dBm, Antenna_Angle: 117.83°, Roll: -0.87°, Pitch: -1.93°, Yaw: 322.98°, Packets_Sent: 1437, Status: OK
[2025-01-01 08:04:00] Temperature: 20.0°C, Voltage: 3.74V, Current: 1.26A, Signal_Strength: -61dBm, Antenna_Angle: 81.24°, Roll: 1.97°, Pitch: 0.15°, Yaw: 269.17°, Packets_Sent: 1631, Status: OK
[2025-01-01 08:05:00] Temperature: 40.8°C, Voltage: 3.62V, Current: 1.42A, Signal_Strength: -49dBm, Antenna_Angle: 172.46°, Roll: -1.18°, Pitch: 1.88°, Yaw: 330.71°, Packets_Sent: 1095, Status: OK
[2025-01-01 08:06:00] Temperature: 35.2°C, Voltage: 3.45V, Current: 0.79A, Signal_Strength: -64dBm, Antenna_Angle: 96.31°, Roll: 1.09°, Pitch: 0.14°, Yaw: 28.27°, Packets_Sent: 1756, Status: OK
[2025-01-01 08:07:00] Temperature: 33.7°C, Voltage: 3.66V, Current: 0.99A, Signal_Strength: -56dBm, Antenna_Angle: 249.75°, Roll: 0.20°, Pitch: -0.69°, Yaw: 315.65°, Packets_Sent: 1901, Status: OK
[2025-01-01 08:08:00] Temperature: 16.7°C, Voltage: 3.68V, Current: 0.73A, Signal_Strength: -48dBm, Antenna_Angle: 285.71°, Roll: 1.67°, Pitch: 1.88°, Yaw: 199.43°, Packets_Sent: 1055, Status: OK
[2025-01-01 08:09:00] Temperature: 25.8°C, Voltage: 3.66V, Current: 1.38A, Signal_Strength: -49dBm, Antenna_Angle: 135.64°, Roll: 1.03°, Pitch: -1.29°, Yaw: 193.69°, Packets_Sent: 1606, Status: OK
[2025-01-01 08:10:00] Temperature: 17.9°C, Voltage: 3.54V, Current: 0.99A, Signal_Strength: -94dBm, Antenna_Angle: 33.01°, Roll: 0.93°, Pitch: 1.97°, Yaw: 345.78°, Packets_Sent: 984, Status: Warning
[2025-01-01 08:11:00] Temperature: 20.7°C, Voltage: 3.50V, Current: 1.07A, Signal_Strength: -51dBm, Antenna_Angle: 112.23°, Roll: -1.59°, Pitch: 0.43°, Yaw: 133.19°, Packets_Sent: 1221, Status: OK
[2025-01-01 08:12:00] Temperature: 40.2°C, Voltage: 3.84V, Current: 1.33A, Signal_Strength: -50dBm, Antenna_Angle: 264.77°, Roll: -1.31°, Pitch: 0.06°, Yaw: 55.70°, Packets_Sent: 1108, Status: OK
[2025-01-01 08:13:00] Temperature: 23.9°C, Voltage: 3.85V, Current: 0.73A, Signal_Strength: -63dBm, Antenna_Angle: 70.79°, Roll: -0.67°, Pitch: 0.56°, Yaw: 130.48°, Packets_Sent: 1071, Status: OK
[2025-01-01 08:14:00] Temperature: 43.6°C, Voltage: 3.58V, Current: 0.44A, Signal_Strength: -73dBm, Antenna_Angle: 110.63°, Roll: -0.20°, Pitch: 0.13°, Yaw: 241.81°, Packets_Sent: 921, Status: OK
[2025-01-01 08:15:00] Temperature: 16.4°C, Voltage: 3.85V, Current: 1.21A, Signal_Strength: -64dBm, Antenna_Angle: 197.65°, Roll: -0.72°, Pitch: -0.37°, Yaw: 302.18°, Packets_Sent: 1540, Status: OK
[2025-01-01 08:16:00] Temperature: 37.5°C, Voltage: 3.57V, Current: 1.49A, Signal_Strength: -66dBm, Antenna_Angle: 281.90°, Roll: 0.39°, Pitch: -1.61°, Yaw: 146.38°, Packets_Sent: 1276, Status: OK
[2025-01-01 08:17:00] Temperature: 42.1°C, Voltage: 3.56V, Current: 0.57A, Signal_Strength: -62dBm, Antenna_Angle: 246.39°, Roll: -1.91°, Pitch: 1.89°, Yaw: 330.37°, Packets_Sent: 1110, Status: OK
[2025-01-01 08:18:00] Temperature: 44.5°C, Voltage: 3.60V, Current: 1.08A, Signal_Strength: -74dBm, Antenna_Angle: 322.25°, Roll: 0.55°, Pitch: -1.36°, Yaw: 90.02°, Packets_Sent: 1978, Status: OK
[2025-01-01 08:19:00] Temperature: 18.7°C, Voltage: 3.66V, Current: 0.86A, Signal_Strength: -60dBm, Antenna_Angle: 45.34°, Roll: 0.53°, Pitch: -0.00°, Yaw: 334.02°, Packets_Sent: 1071, Status: OK
