--- Cartosat-2D Logs ---
[2025-01-01 00:00:00] Temperature: 31.1°C, Voltage: 3.58V, Current: 1.26A, Signal_Strength: -63dBm, Antenna_Angle: 267.32°, Roll: -0.80°, Pitch: 0.90°, Yaw: 113.58°, Packets_Sent: 1967, Status: OK
[2025-01-01 07:20:00] Temperature: 29.3°C, Voltage: 3.65V, Current: 0.71A, Signal_Strength: -52dBm, Antenna_Angle: 173.77°, Roll: -0.94°, Pitch: -0.82°, Yaw: 29.81°, Packets_Sent: 1088, Status: OK
[2025-01-01 07:21:00] Temperature: 41.2°C, Voltage: 3.71V, Current: 1.21A, Signal_Strength: -69dBm, Antenna_Angle: 28.09°, Roll: -1.76°, Pitch: -1.95°, Yaw: 77.81°, Packets_Sent: 1912, Status: OK
[2025-01-01 07:22:00] Temperature: 20.6°C, Voltage: 3.49V, Current: 0.63A, Signal_Strength: -57dBm, Antenna_Angle: 189.95°, Roll: 1.04°, Pitch: -0.75°, Yaw: 163.44°, Packets_Sent: 1541, Status: OK
[2025-01-01 07:23:00] Temperature: 30.1°C, Voltage: 3.82V, Current: 0.64A, Signal_Strength: -64dBm, Antenna_Angle: 351.01°, Roll: -1.19°, Pitch: -0.40°, Yaw: 24.71°, Packets_Sent: 1951, Status: OK
[2025-01-01 07:24:00] Temperature: 35.6°C, Voltage: 3.83V, Current: 1.03A, Signal_Strength: -72dBm, Antenna_Angle: 165.94°, Roll: 0.98°, Pitch: -1.04°, Yaw: 321.87°, Packets_Sent: 1119, Status: OK
[2025-01-01 07:25:00] Temperature: 15.9°C, Voltage: 3.71V, Current: 0.90A, Signal_Strength: -67dBm, Antenna_Angle: 333.68°, Roll: -0.58°, Pitch: -1.15°, Yaw: 142.89°, Packets_Sent: 1072, Status: OK
[2025-01-01 07:26:00] Temperature: 25.0°C, Voltage: 3.63V, Current: 0.81A, Signal_Strength: -74dBm, Antenna_Angle: 137.70°, Roll: -1.22°, Pitch: -1.24°, Yaw: 63.59°, Packets_Sent: 1765, Status: OK
[2025-01-01 07:27:00] Temperature: 33.2°C, Voltage: 3.66V, Current: 0.52A, Signal_Strength: -74dBm, Antenna_Angle: 89.62°, Roll: -1.12°, Pitch: -1.79°, Yaw: 12.85°, Packets_Sent: 1127, Status: OK
[2025-01-01 07:28:00] Temperature: 17.0°C, Voltage: 3.49V, Current: 0.65A, Signal_Strength: -56dBm, Antenna_Angle: 257.69°, Roll: -0.43°, Pitch: -1.12°, Yaw: 296.66°, Packets_Sent: 1702, Status: OK
[2025-01-01 07:29:00] Temperature: 29.9°C, Voltage: 3.52V, Current: 0.62A, Signal_Strength: -56dBm, Antenna_Angle: 254.10°, Roll: 0.94°, Pitch: -1.62°, Yaw: 181.16°, Packets_Sent: 1489, Status: OK
[2025-01-01 07:30:00] Temperature: 29.3°C, Voltage: 3.57V, Current: 1.40A, Signal_Strength: -68dBm, Antenna_Angle: 113.44°, Roll: -1.33°, Pitch: -0.67°, Yaw: 163.87°, Packets_Sent: 1042, Status: OK
[2025-01-01 07:31:00] Temperature: 35.0°C, Voltage: 3.62V, Current: 0.42A, Signal_Strength: -46dBm, Antenna_Angle: 317.24°, Roll: 0.72°, Pitch: 1.41°, Yaw: 213.84°, Packets_Sent: 1249, Status: OK
[2025-01-01 07:32:00] Temperature: 32.5°C, Voltage: 3.65V, Current: 0.67A, Signal_Strength: -72dBm, Antenna_Angle: 294.81°, Roll: 1.34°, Pitch: 0.10°, Yaw: 60.23°, Packets_Sent: 1495, Status: OK
[2025-01-01 07:33:00] Temperature: 17.8°C, Voltage: 3.57V, Current: 1.21A, Signal_Strength: -61dBm, Antenna_Angle: 264.53°, Roll: 0.65°, Pitch: -0.99°, Yaw: 165.15°, Packets_Sent: 1427, Status: OK
[2025-01-01 07:34:00] Temperature: 92.1°C, Voltage: 3.00V, Current: 0.97A, Signal_Strength: -108dBm, Antenna_Angle: 311.44°, Roll: -1.55°, Pitch: 0.74°, Yaw: 262.15°, Packets_Sent: 1891, Status: Critical
[2025-01-01 07:35:00] Temperature: 29.9°C, Voltage: 3.55V, Current: 1.22A, Signal_Strength: -46dBm, Antenna_Angle: 129.39°, Roll: -1.22°, Pitch: 1.82°, Yaw: 229.94°, Packets_Sent: 1082, Status: OK
[2025-01-01 07:36:00] Temperature: 41.3°C, Voltage: 3.72V, Current: 1.39A, Signal_Strength: -62dBm, Antenna_Angle: 344.98°, Roll: -1.30°, Pitch: 1.64°, Yaw: 125.58°, Packets_Sent: 1979, Status: OK
[2025-01-01 07:37:00] Temperature: 32.7°C, Voltage: 3.83V, Current: 0.70A, Signal_Strength: -69dBm, Antenna_Angle: 208.62°, Roll: 1.34°, Pitch: -1.51°, Yaw: 286.31°, Packets_Sent: 1603, Status: OK
[2025-01-01 07:38:00] Temperature: 38.8°C, Voltage: 3.59V, Current: 0.52A, Signal_Strength: -75dBm, Antenna_Angle: 333.79°, Roll: -0.13°, Pitch: -1.40°, Yaw: 347.99°, Packets_Sent: 1201, Status: OK
[2025-01-01 07:39:00] Temperature: 34.9°C, Voltage: 3.57V, Current: 0.72A, Signal_Strength: -51dBm, Antenna_Angle: 5.61°, Roll: -1.13°, Pitch: 1.30°, Yaw: 44.44°, Packets_Sent: 983, Status: OK
[2025-01-01 07:40:00] Temperature: 15.2°C, Voltage: 3.59V, Current: 1.32A, Signal_Strength: -74dBm, Antenna_Angle: 49.58°, Roll: 1.14°, Pitch: 0.01°, Yaw: 345.06°, Packets_Sent: 1480, Status: OK
[2025-01-01 07:41:00] Temperature: 43.6°C, Voltage: 3.74V, Current: 0.56A, Signal_Strength: -53dBm, Antenna_Angle: 155.53°, Roll: -0.84°, Pitch: -1.87°, Yaw: 335.85°, Packets_Sent: 1065, Status: OK
[2025-01-01 07:42:00] Temperature: 35.4°C, Voltage: 3.60V, Current: 0.84A, Signal_Strength: -48dBm, Antenna_Angle: 321.48°, Roll: 0.39°, Pitch: -1.31°, Yaw: 156.89°, Packets_Sent: 1518, Status: OK
[2025-01-01 07:43:00] Temperature: 39.1°C, Voltage: 3.51V, Current: 1.24A, Signal_Strength: -67dBm, Antenna_Angle: 149.87°, Roll: -0.80°, Pitch: -1.66°, Yaw: 203.99°, Packets_Sent: 1308, Status: OK
[2025-01-01 07:44:00] Temperature: 31.4°C, Voltage: 3.60V, Current: 1.36A, Signal_Strength: -62dBm, Antenna_Angle: 49.90°, Roll: 0.78°, Pitch: 0.02°, Yaw: 246.65°, Packets_Sent: 1805, Status: OK
[2025-01-01 07:45:00] Temperature: 25.6°C, Voltage: 3.64V, Current: 1.46A, Signal_Strength: -61dBm, Antenna_Angle: 328.51°, Roll: 1.83°, Pitch: -0.32°, Yaw: 272.10°, Packets_Sent: 954, Status: OK
[2025-01-01 07:46:00] Temperature: 24.1°C, Voltage: 3.55V, Current: 0.96A, Signal_Strength: -71dBm, Antenna_Angle: 195.57°, Roll: -1.79°, Pitch: 1.38°, Yaw: 45.34°, Packets_Sent: 1500, Status: OK
[2025-01-01 07:47:00] Temperature: 28.9°C, Voltage: 3.76V, Current: 0.97A, Signal_Strength: -50dBm, Antenna_Angle: 30.48°, Roll: 1.32°, Pitch: 0.60°, Yaw: 120.05°, Packets_Sent: 1453, Status: OK
[2025-01-01 07:48:00] Temperature: 23.7°C, Voltage: 3.64V, Current: 0.76A, Signal_Strength: -73dBm, Antenna_Angle: 266.56°, Roll: 0.96°, Pitch: -1.79°, Yaw: 73.82°, Packets_Sent: 1946, Status: OK
[2025-01-01 07:49:00] Temperature: 37.2°C, Voltage: 3.65V, Current: 0.65A, Signal_Strength: -55dBm, Antenna_Angle: 306.80°, Roll: 0.51°, Pitch: 0.88°, Yaw: 337.14°, Packets_Sent: 1516, Status: OK
[2025-01-01 07:50:00] Temperature: 33.7°C, Voltage: 3.53V, Current: 0.47A, Signal_Strength: -70dBm, Antenna_Angle: 316.75°, Roll: -1.61°, Pitch: -1.18°, Yaw: 170.54°, Packets_Sent: 1964, Status: OK
[2025-01-01 07:51:00] Temperature: 28.3°C, Voltage: 3.47V, Current: 0.53A, Signal_Strength: -63dBm, Antenna_Angle: 353.76°, Roll: 1.37°, Pitch: 0.19°, Yaw: 295.80°, Packets_Sent: 1381, Status: OK
[2025-01-01 07:52:00] Temperature: 40.8°C, Voltage: 3.70V, Current: 0.88A, Signal_Strength: -56dBm, Antenna_Angle: 66.53°, Roll: -1.32°, Pitch: 0.97°, Yaw: 196.80°, Packets_Sent: 1392, Status: OK
[2025-01-01 07:53:00] Temperature: 23.7°C, Voltage: 3.72V, Current: 1.46A, Signal_Strength: -60dBm, Antenna_Angle: 240.37°, Roll: -0.46°, Pitch: 1.20°, Yaw: 167.02°, Packets_Sent: 1701, Status: OK
[2025-01-01 07:54:00] Temperature: 19.4°C, Voltage: 3.56V, Current: 0.53A, Signal_Strength: -92dBm, Antenna_Angle: 208.99°, Roll: 0.58°, Pitch: 1.57°, Yaw: 223.15°, Packets_Sent: 969, Status: Warning
[2025-01-01 07:55:00] Temperature: 29.0°C, Voltage: 3.74V, Current: 0.70A, Signal_Strength: -46dBm, Antenna_Angle: 128.79°, Roll: -1.16°, Pitch: 1.61°, Yaw: 189.01°, Packets_Sent: 1930, Status: OK
[2025-01-01 07:56:00] Temperature: 20.2°C, Voltage: 3.51V, Current: 1.12A, Signal_Strength: -58dBm, Antenna_Angle: 165.41°, Roll: -0.89°, Pitch: 1.05°, Yaw: 109.05°, Packets_Sent: 1186, Status: OK
[2025-01-01 07:57:00] Temperature: 42.5°C, Voltage: 3.71V, Current: 0.81A, Signal_Strength: -61dBm, Antenna_Angle: 237.22°, Roll: 1.10°, Pitch: 0.10°, Yaw: 46.59°, Packets_Sent: 1938, Status: OK
[2025-01-01 07:58:00] Temperature: 43.7°C, Voltage: 3.59V, Current: 1.08A, Signal_Strength: -63dBm, Antenna_Angle: 16.17°, Roll: -1.07°, Pitch: 0.66°, Yaw: 179.79°, Packets_Sent: 1225, Status: OK
[2025-01-01 07:59:00] Temperature: 24.7°C, Voltage: 3.54V, Current: 1.25A, Signal_Strength: -47dBm, Antenna_Angle: 286.41°, Roll: 1.60°, Pitch: -1.30°, Yaw: 321.28°, Packets_Sent: 1115, Status: OK
[2025-01-01 08:00:00] Temperature: 27.6°C, Voltage: 2.88V, Current: 1.07A, Signal_Strength: -72dBm, Antenna_Angle: 304.84°, Roll: -0.23°, Pitch: -0.50°, Yaw: 227.26°, Packets_Sent: 1049, Status: Critical
[2025-01-01 08:01:00] Temperature: 36.0°C, Voltage: 3.60V, Current: 1.49A, Signal_Strength: -58dBm, Antenna_Angle: 71.90°, Roll: -0.04°, Pitch: 0.72°, Yaw: 81.18°, Packets_Sent: 1417, Status: OK
[2025-01-01 08:02:00] Temperature: 28.0°C, Voltage: 3.66V, Current: 1.27A, Signal_Strength: -72dBm, Antenna_Angle: 8.73°, Roll: -1.19°, Pitch: 1.24°, Yaw: 321.58°, Packets_Sent: 1097, Status: OK
[2025-01-01 08:03:00] Temperature: 27.2°C, Voltage: 3.67V, Current: 0.48A, Signal_Strength: -69dBm, Antenna_Angle: 262.78°, Roll: -0.02°, Pitch: 1.33°, Yaw: 205.33°, Packets_Sent: 1981, Status: OK
[2025-01-01 08:04:00] Temperature: 25.6°C, Voltage: 3.70V, Current: 1.01A, Signal_Strength: -71dBm, Antenna_Angle: 24.18°, Roll: 0.50°, Pitch: 1.50°, Yaw: 204.89°, Packets_Sent: 1775, Status: OK
[2025-01-01 08:05:00] Temperature: 30.5°C, Voltage: 3.49V, Current: 0.95A, Signal_Strength: -73dBm, Antenna_Angle: 194.59°, Roll: -1.10°, Pitch: 1.76°, Yaw: 332.01°, Packets_Sent: 946, Status: OK
[2025-01-01 08:06:00] Temperature: 36.1°C, Voltage: 3.48V, Current: 1.36A, Signal_Strength: -46dBm, Antenna_Angle: 26.92°, Roll: 1.41°, Pitch: 1.73°, Yaw: 180.01°, Packets_Sent: 1394, Status: OK
[2025-01-01 08:07:00] Temperature: 16.7°C, Voltage: 3.73V, Current: 0.52A, Signal_Strength: -61dBm, Antenna_Angle: 330.25°, Roll: 0.61°, Pitch: -1.87°, Yaw: 151.70°, Packets_Sent: 1438, Status: OK
[2025-01-01 08:08:00] Temperature: 41.6°C, Voltage: 3.47V, Current: 0.62A, Signal_Strength: -50dBm, Antenna_Angle: 118.66°, Roll: -1.06°, Pitch: -1.71°, Yaw: 341.27°, Packets_Sent: 1027, Status: OK
[2025-01-01 08:09:00] Temperature: 36.1°C, Voltage: 3.76V, Current: 0.44A, Signal_Strength: -46dBm, Antenna_Angle: 341.96°, Roll: 1.55°, Pitch: -0.08°, Yaw: 46.61°, Packets_Sent: 1065, Status: OK
[2025-01-01 08:10:00] Temperature: 18.1°C, Voltage: 3.65V, Current: 0.65A, Signal_Strength: -64dBm, Antenna_Angle: 171.93°, Roll: -1.91°, Pitch: -1.78°, Yaw: 278.49°, Packets_Sent: 1366, Status: OK
[2025-01-01 08:11:00] Temperature: 31.0°C, Voltage: 3.79V, Current: 1.15A, Signal_Strength: -53dBm, Antenna_Angle: 198.89°, Roll: -0.45°, Pitch: -0.49°, Yaw: 45.08°, Packets_Sent: 1006, Status: OK
[2025-01-01 08:12:00] Temperature: 31.5°C, Voltage: 3.50V, Current: 0.53A, Signal_Strength: -57dBm, Antenna_Angle: 325.27°, Roll: -1.23°, Pitch: -0.25°, Yaw: 20.85°, Packets_Sent: 1620, Status: OK
[2025-01-01 08:13:00] Temperature: 32.7°C, Voltage: 3.54V, Current: 1.22A, Signal_Strength: -48dBm, Antenna_Angle: 285.54°, Roll: 1.96°, Pitch: -1.94°, Yaw: 259.13°, Packets_Sent: 993, Status: OK
[2025-01-01 08:14:00] Temperature: 17.3°C, Voltage: 3.50V, Current: 0.60A, Signal_Strength: -74dBm, Antenna_Angle: 125.88°, Roll: 1.99°, Pitch: -1.48°, Yaw: 143.21°, Packets_Sent: 1400, Status: OK
[2025-01-01 08:15:00] Temperature: 34.7°C, Voltage: 3.48V, Current: 1.43A, Signal_Strength: -69dBm, Antenna_Angle: 253.88°, Roll: 1.59°, Pitch: 1.44°, Yaw: 159.67°, Packets_Sent: 1631, Status: OK
[2025-01-01 08:16:00] Temperature: 26.0°C, Voltage: 3.67V, Current: 1.36A, Signal_Strength: -68dBm, Antenna_Angle: 321.46°, Roll: 0.79°, Pitch: 0.01°, Yaw: 19.44°, Packets_Sent: 1553, Status: OK
[2025-01-01 08:17:00] Temperature: 36.2°C, Voltage: 3.70V, Current: 0.71A, Signal_Strength: -69dBm, Antenna_Angle: 49.37°, Roll: -1.08°, Pitch: 0.97°, Yaw: 75.87°, Packets_Sent: 1966, Status: OK
[2025-01-01 08:18:00] Temperature: 39.5°C, Voltage: 3.51V, Current: 1.48A, Signal_Strength: -54dBm, Antenna_Angle: 233.96°, Roll: 1.81°, Pitch: -1.91°, Yaw: 301.07°, Packets_Sent: 1829, Status: OK
[2025-01-01 08:19:00] Temperature: 32.6°C, Voltage: 2.91V, Current: 1.46A, Signal_Strength: -73dBm, Antenna_Angle: 307.64°, Roll: -0.02°, Pitch: 1.45°, Yaw: 138.47°, Packets_Sent: 1686, Status: Critical
