--- Cartosat-2E Logs ---
[2025-01-01 00:00:00] Temperature: 34.8°C, Voltage: 3.66V, Current: 1.13A, Signal_Strength: -74dBm, Antenna_Angle: 274.67°, Roll: 1.64°, Pitch: 1.02°, Yaw: 121.04°, Packets_Sent: 953, Status: OK
[2025-01-01 07:20:00] Temperature: 17.7°C, Voltage: 3.68V, Current: 1.28A, Signal_Strength: -71dBm, Antenna_Angle: 19.36°, Roll: 1.80°, Pitch: -1.55°, Yaw: 172.55°, Packets_Sent: 1992, Status: OK
[2025-01-01 07:21:00] Temperature: 32.4°C, Voltage: 3.75V, Current: 0.55A, Signal_Strength: -59dBm, Antenna_Angle: 194.04°, Roll: 1.20°, Pitch: -1.04°, Yaw: 18.27°, Packets_Sent: 1374, Status: OK
[2025-01-01 07:22:00] Temperature: 31.3°C, Voltage: 3.48V, Current: 0.99A, Signal_Strength: -72dBm, Antenna_Angle: 189.02°, Roll: -0.96°, Pitch: -0.67°, Yaw: 49.02°, Packets_Sent: 1091, Status: OK
[2025-01-01 07:23:00] Temperature: 27.8°C, Voltage: 3.79V, Current: 0.63A, Signal_Strength: -51dBm, Antenna_Angle: 79.38°, Roll: 0.07°, Pitch: 0.50°, Yaw: 25.72°, Packets_Sent: 1083, Status: OK
[2025-01-01 07:24:00] Temperature: 31.4°C, Voltage: 3.75V, Current: 0.75A, Signal_Strength: -70dBm, Antenna_Angle: 99.47°, Roll: -1.88°, Pitch: 1.06°, Yaw: 280.81°, Packets_Sent: 1591, Status: OK
[2025-01-01 07:25:00] Temperature: 35.7°C, Voltage: 3.80V, Current: 1.20A, Signal_Strength: -72dBm, Antenna_Angle: 59.37°, Roll: -1.67°, Pitch: -1.24°, Yaw: 343.10°, Packets_Sent: 1066, Status: OK
[2025-01-01 07:26:00] Temperature: 38.5°C, Voltage: 3.67V, Current: 0.81A, Signal_Strength: -51dBm, Antenna_Angle: 269.44°, Roll: 0.88°, Pitch: 1.95°, Yaw: 112.62°, Packets_Sent: 952, Status: OK
[2025-01-01 07:27:00] Temperature: 38.8°C, Voltage: 3.65V, Current: 0.72A, Signal_Strength: -66dBm, Antenna_Angle: 57.34°, Roll: 0.40°, Pitch: 0.31°, Yaw: 171.64°, Packets_Sent: 1202, Status: OK
[2025-01-01 07:28:00] Temperature: 42.3°C, Voltage: 3.48V, Current: 0.59A, Signal_Strength: -52dBm, Antenna_Angle: 180.50°, Roll: -0.74°, Pitch: -0.12°, Yaw: 182.57°, Packets_Sent: 986, Status: OK
[2025-01-01 07:29:00] Temperature: 16.3°C, Voltage: 3.47V, Current: 1.13A, Signal_Strength: -48dBm, Antenna_Angle: 136.04°, Roll: -1.65°, Pitch: 0.90°, Yaw: 99.03°, Packets_Sent: 1599, Status: OK
[2025-01-01 07:30:00] Temperature: 26.3°C, Voltage: 3.50V, Current: 0.85A, Signal_Strength: -51dBm, Antenna_Angle: 184.20°, Roll: -0.52°, Pitch: -1.80°, Yaw: 111.64°, Packets_Sent: 1558, Status: OK
[2025-01-01 07:31:00] Temperature: 32.3°C, Voltage: 3.74V, Current: 1.01A, Signal_Strength: -74dBm, Antenna_Angle: 169.11°, Roll: -1.17°, Pitch: -0.36°, Yaw: 308.16°, Packets_Sent: 1732, Status: OK
[2025-01-01 07:32:00] Temperature: 87.6°C, Voltage: 3.76V, Current: 0.42A, Signal_Strength: -56dBm, Antenna_Angle: 229.04°, Roll: -1.26°, Pitch: -1.74°, Yaw: 96.41°, Packets_Sent: 1976, Status: Critical
[2025-01-01 07:33:00] Temperature: 22.6°C, Voltage: 3.66V, Current: 1.38A, Signal_Strength: -48dBm, Antenna_Angle: 265.85°, Roll: 0.50°, Pitch: -0.97°, Yaw: 308.49°, Packets_Sent: 1435, Status: OK
[2025-01-01 07:34:00] Temperature: 43.5°C, Voltage: 3.65V, Current: 1.42A, Signal_Strength: -60dBm, Antenna_Angle: 136.11°, Roll: 0.11°, Pitch: -1.74°, Yaw: 96.41°, Packets_Sent: 1284, Status: OK
[2025-01-01 07:35:00] Temperature: 17.0°C, Voltage: 3.73V, Current: 1.08A, Signal_Strength: -66dBm, Antenna_Angle: 61.51°, Roll: -0.37°, Pitch: -1.37°, Yaw: 87.38°, Packets_Sent: 1529, Status: OK
[2025-01-01 07:36:00] Temperature: 80.8°C, Voltage: 3.19V, Current: 1.20A, Signal_Strength: -104dBm, Antenna_Angle: 76.99°, Roll: 1.84°, Pitch: -0.99°, Yaw: 166.30°, Packets_Sent: 1534, Status: Critical
[2025-01-01 07:37:00] Temperature: 25.6°C, Voltage: 3.75V, Current: 1.23A, Signal_Strength: -49dBm, Antenna_Angle: 15.23°, Roll: 1.15°, Pitch: 0.88°, Yaw: 132.85°, Packets_Sent: 1725, Status: OK
[2025-01-01 07:38:00] Temperature: 20.6°C, Voltage: 3.53V, Current: 1.35A, Signal_Strength: -53dBm, Antenna_Angle: 240.71°, Roll: -0.49°, Pitch: -0.36°, Yaw: 100.72°, Packets_Sent: 1862, Status: OK
[2025-01-01 07:39:00] Temperature: 32.3°C, Voltage: 3.78V, Current: 0.96A, Signal_Strength: -47dBm, Antenna_Angle: 277.93°, Roll: -0.53°, Pitch: 0.22°, Yaw: 180.34°, Packets_Sent: 1123, Status: OK
[2025-01-01 07:40:00] Temperature: 44.5°C, Voltage: 3.58V, Current: 1.47A, Signal_Strength: -61dBm, Antenna_Angle: 299.42°, Roll: 0.69°, Pitch: -0.64°, Yaw: 104.29°, Packets_Sent: 1026, Status: OK
[2025-01-01 07:41:00] Temperature: 44.8°C, Voltage: 3.57V, Current: 0.63A, Signal_Strength: -69dBm, Antenna_Angle: 349.09°, Roll: -1.22°, Pitch: 0.10°, Yaw: 211.36°, Packets_Sent: 1627, Status: OK
[2025-01-01 07:42:00] Temperature: 18.7°C, Voltage: 3.74V, Current: 1.29A, Signal_Strength: -51dBm, Antenna_Angle: 32.42°, Roll: 0.10°, Pitch: 0.89°, Yaw: 283.45°, Packets_Sent: 1831, Status: OK
[2025-01-01 07:43:00] Temperature: 92.1°C, Voltage: 3.03V, Current: 1.05A, Signal_Strength: -96dBm, Antenna_Angle: 71.27°, Roll: -1.46°, Pitch: 0.58°, Yaw: 359.79°, Packets_Sent: 1343, Status: Critical
[2025-01-01 07:44:00] Temperature: 42.5°C, Voltage: 3.69V, Current: 0.96A, Signal_Strength: -52dBm, Antenna_Angle: 117.88°, Roll: -1.62°, Pitch: 1.84°, Yaw: 309.01°, Packets_Sent: 1697, Status: OK
[2025-01-01 07:45:00] Temperature: 36.6°C, Voltage: 3.66V, Current: 0.41A, Signal_Strength: -48dBm, Antenna_Angle: 75.13°, Roll: 1.99°, Pitch: -1.88°, Yaw: 38.43°, Packets_Sent: 954, Status: OK
[2025-01-01 07:46:00] Temperature: 18.4°C, Voltage: 3.50V, Current: 1.06A, Signal_Strength: -47dBm, Antenna_Angle: 87.98°, Roll: -0.66°, Pitch: 0.55°, Yaw: 179.04°, Packets_Sent: 1672, Status: OK
[2025-01-01 07:47:00] Temperature: 39.7°C, Voltage: 3.69V, Current: 1.46A, Signal_Strength: -48dBm, Antenna_Angle: 329.99°, Roll: -0.43°, Pitch: 0.44°, Yaw: 124.48°, Packets_Sent: 1337, Status: OK
[2025-01-01 07:48:00] Temperature: 17.3°C, Voltage: 3.69V, Current: 1.29A, Signal_Strength: -49dBm, Antenna_Angle: 230.14°, Roll: -1.56°, Pitch: -0.83°, Yaw: 83.28°, Packets_Sent: 1487, Status: OK
[2025-01-01 07:49:00] Temperature: 25.3°C, Voltage: 3.46V, Current: 0.55A, Signal_Strength: -45dBm, Antenna_Angle: 70.09°, Roll: 1.77°, Pitch: 0.43°, Yaw: 182.10°, Packets_Sent: 1222, Status: OK
[2025-01-01 07:50:00] Temperature: 28.5°C, Voltage: 3.58V, Current: 0.86A, Signal_Strength: -97dBm, Antenna_Angle: 336.15°, Roll: -1.48°, Pitch: 0.14°, Yaw: 338.63°, Packets_Sent: 1502, Status: Warning
[2025-01-01 07:51:00] Temperature: 38.3°C, Voltage: 3.58V, Current: 0.94A, Signal_Strength: -63dBm, Antenna_Angle: 156.73°, Roll: 0.08°, Pitch: -1.62°, Yaw: 268.68°, Packets_Sent: 994, Status: OK
[2025-01-01 07:52:00] Temperature: 40.4°C, Voltage: 3.83V, Current: 1.44A, Signal_Strength: -49dBm, Antenna_Angle: 19.94°, Roll: -0.55°, Pitch: -0.41°, Yaw: 218.67°, Packets_Sent: 1316, Status: OK
[2025-01-01 07:53:00] Temperature: 37.9°C, Voltage: 3.60V, Current: 1.15A, Signal_Strength: -73dBm, Antenna_Angle: 338.50°, Roll: -1.60°, Pitch: -1.30°, Yaw: 78.70°, Packets_Sent: 1335, Status: OK
[2025-01-01 07:54:00] Temperature: 25.7°C, Voltage: 3.78V, Current: 0.96A, Signal_Strength: -69dBm, Antenna_Angle: 205.93°, Roll: 0.51°, Pitch: -0.06°, Yaw: 274.69°, Packets_Sent: 1894, Status: OK
[2025-01-01 07:55:00] Temperature: 19.3°C, Voltage: 3.53V, Current: 0.98A, Signal_Strength: -67dBm, Antenna_Angle: 269.87°, Roll: -1.54°, Pitch: -0.78°, Yaw: 199.63°, Packets_Sent: 982, Status: OK
[2025-01-01 07:56:00] Temperature: 44.6°C, Voltage: 3.76V, Current: 0.78A, Signal_Strength: -68dBm, Antenna_Angle: 310.61°, Roll: -1.45°, Pitch: -1.82°, Yaw: 84.15°, Packets_Sent: 1982, Status: OK
[2025-01-01 07:57:00] Temperature: 36.7°C, Voltage: 3.47V, Current: 1.13A, Signal_Strength: -101dBm, Antenna_Angle: 249.82°, Roll: 0.03°, Pitch: 1.97°, Yaw: 209.10°, Packets_Sent: 997, Status: Critical
[2025-01-01 07:58:00] Temperature: 20.5°C, Voltage: 3.46V, Current: 1.49A, Signal_Strength: -45dBm, Antenna_Angle: 209.84°, Roll: -0.39°, Pitch: 0.39°, Yaw: 206.20°, Packets_Sent: 1239, Status: OK
[2025-01-01 07:59:00] Temperature: 27.6°C, Voltage: 3.70V, Current: 1.29A, Signal_Strength: -49dBm, Antenna_Angle: 236.43°, Roll: -1.64°, Pitch: 0.09°, Yaw: 52.26°, Packets_Sent: 1834, Status: OK
[2025-01-01 08:00:00] Temperature: 32.4°C, Voltage: 3.70V, Current: 1.03A, Signal_Strength: -71dBm, Antenna_Angle: 203.52°, Roll: -1.91°, Pitch: 0.00°, Yaw: 111.45°, Packets_Sent: 1502, Status: OK
[2025-01-01 08:01:00] Temperature: 44.2°C, Voltage: 3.53V, Current: 0.59A, Signal_Strength: -69dBm, Antenna_Angle: 66.58°, Roll: -0.82°, Pitch: -1.43°, Yaw: 348.87°, Packets_Sent: 1356, Status: OK
[2025-01-01 08:02:00] Temperature: 31.8°C, Voltage: 3.83V, Current: 0.85A, Signal_Strength: -54dBm, Antenna_Angle: 356.40°, Roll: -1.38°, Pitch: 0.56°, Yaw: 164.58°, Packets_Sent: 1868, Status: OK
[2025-01-01 08:03:00] Temperature: 41.7°C, Voltage: 3.71V, Current: 0.59A, Signal_Strength: -69dBm, Antenna_Angle: 202.19°, Roll: 0.08°, Pitch: -1.12°, Yaw: 241.25°, Packets_Sent: 1367, Status: OK
[2025-01-01 08:04:00] Temperature: 25.9°C, Voltage: 3.55V, Current: 1.45A, Signal_Strength: -71dBm, Antenna_Angle: 322.93°, Roll: 1.34°, Pitch: 1.92°, Yaw: 298.08°, Packets_Sent: 935, Status: OK
[2025-01-01 08:05:00] Temperature: 43.8°C, Voltage: 3.80V, Current: 0.53A, Signal_Strength: -71dBm, Antenna_Angle: 250.24°, Roll: -0.63°, Pitch: 0.20°, Yaw: 305.62°, Packets_Sent: 1789, Status: OK
[2025-01-01 08:06:00] Temperature: 32.7°C, Voltage: 3.59V, Current: 1.14A, Signal_Strength: -62dBm, Antenna_Angle: 95.77°, Roll: 0.29°, Pitch: -0.62°, Yaw: 226.92°, Packets_Sent: 1683, Status: OK
[2025-01-01 08:07:00] Temperature: 21.5°C, Voltage: 3.67V, Current: 1.29A, Signal_Strength: -72dBm, Antenna_Angle: 299.01°, Roll: 1.07°, Pitch: 1.23°, Yaw: 112.93°, Packets_Sent: 1198, Status: OK
[2025-01-01 08:08:00] Temperature: 42.7°C, Voltage: 3.50V, Current: 1.33A, Signal_Strength: -52dBm, Antenna_Angle: 143.52°, Roll: -1.04°, Pitch: 1.19°, Yaw: 111.86°, Packets_Sent: 1205, Status: OK
[2025-01-01 08:09:00] Temperature: 33.8°C, Voltage: 3.47V, Current: 0.43A, Signal_Strength: -46dBm, Antenna_Angle: 172.23°, Roll: -2.00°, Pitch: 0.67°, Yaw: 185.00°, Packets_Sent: 1358, Status: OK
[2025-01-01 08:10:00] Temperature: 42.2°C, Voltage: 3.61V, Current: 1.50A, Signal_Strength: -71dBm, Antenna_Angle: 352.66°, Roll: 0.02°, Pitch: -1.70°, Yaw: 240.59°, Packets_Sent: 1692, Status: OK
[2025-01-01 08:11:00] Temperature: 25.0°C, Voltage: 3.84V, Current: 1.34A, Signal_Strength: -74dBm, Antenna_Angle: 23.84°, Roll: -1.78°, Pitch: 0.59°, Yaw: 28.84°, Packets_Sent: 1980, Status: OK
[2025-01-01 08:12:00] Temperature: 17.2°C, Voltage: 3.75V, Current: 0.46A, Signal_Strength: -63dBm, Antenna_Angle: 63.79°, Roll: -1.22°, Pitch: 0.33°, Yaw: 159.59°, Packets_Sent: 1968, Status: OK
[2025-01-01 08:13:00] Temperature: 92.7°C, Voltage: 3.04V, Current: 0.64A, Signal_Strength: -99dBm, Antenna_Angle: 6.05°, Roll: -0.24°, Pitch: 0.40°, Yaw: 140.66°, Packets_Sent: 1914, Status: Critical
[2025-01-01 08:14:00] Temperature: 27.3°C, Voltage: 3.50V, Current: 0.55A, Signal_Strength: -74dBm, Antenna_Angle: 287.51°, Roll: 0.90°, Pitch: 1.30°, Yaw: 332.21°, Packets_Sent: 1907, Status: OK
[2025-01-01 08:15:00] Temperature: 44.5°C, Voltage: 2.81V, Current: 1.43A, Signal_Strength: -73dBm, Antenna_Angle: 279.98°, Roll: -0.41°, Pitch: 0.10°, Yaw: 192.07°, Packets_Sent: 946, Status: Critical
[2025-01-01 08:16:00] Temperature: 28.6°C, Voltage: 3.49V, Current: 0.55A, Signal_Strength: -47dBm, Antenna_Angle: 128.83°, Roll: -1.19°, Pitch: 1.66°, Yaw: 144.47°, Packets_Sent: 1250, Status: OK
[2025-01-01 08:17:00] Temperature: 42.8°C, Voltage: 3.64V, Current: 0.63A, Signal_Strength: -45dBm, Antenna_Angle: 326.74°, Roll: -1.69°, Pitch: -1.35°, Yaw: 136.73°, Packets_Sent: 1108, Status: OK
[2025-01-01 08:18:00] Temperature: 27.7°C, Voltage: 3.78V, Current: 1.48A, Signal_Strength: -65dBm, Antenna_Angle: 168.38°, Roll: -0.50°, Pitch: -1.24°, Yaw: 161.09°, Packets_Sent: 1606, Status: OK
[2025-01-01 08:19:00] Temperature: 79.8°C, Voltage: 3.57V, Current: 1.05A, Signal_Strength: -53dBm, Antenna_Angle: 60.73°, Roll: -1.81°, Pitch: 1.46°, Yaw: 105.84°, Packets_Sent: 1561, Status: Warning
