--- Cartosat-2F Logs ---
[2025-01-01 00:00:00] Temperature: 23.5°C, Voltage: 3.47V, Current: 0.90A, Signal_Strength: -55dBm, Antenna_Angle: 299.51°, Roll: -0.12°, Pitch: -1.57°, Yaw: 51.04°, Packets_Sent: 1715, Status: OK
[2025-01-01 07:20:00] Temperature: 22.5°C, Voltage: 3.79V, Current: 0.87A, Signal_Strength: -66dBm, Antenna_Angle: 121.45°, Roll: 0.00°, Pitch: 1.46°, Yaw: 290.26°, Packets_Sent: 1488, Status: OK
[2025-01-01 07:21:00] Temperature: 30.8°C, Voltage: 3.56V, Current: 1.28A, Signal_Strength: -59dBm, Antenna_Angle: 357.50°, Roll: -0.96°, Pitch: 1.10°, Yaw: 125.03°, Packets_Sent: 1729, Status: OK
[2025-01-01 07:22:00] Temperature: 18.0°C, Voltage: 3.47V, Current: 0.50A, Signal_Strength: -51dBm, Antenna_Angle: 133.58°, Roll: 0.63°, Pitch: -0.88°, Yaw: 288.76°, Packets_Sent: 1301, Status: OK
[2025-01-01 07:23:00] Temperature: 40.9°C, Voltage: 3.50V, Current: 0.84A, Signal_Strength: -66dBm, Antenna_Angle: 267.82°, Roll: -0.30°, Pitch: 1.30°, Yaw: 86.30°, Packets_Sent: 1981, Status: OK
[2025-01-01 07:24:00] Temperature: 36.4°C, Voltage: 3.71V, Current: 0.96A, Signal_Strength: -73dBm, Antenna_Angle: 21.04°, Roll: -1.75°, Pitch: 0.80°, Yaw: 37.81°, Packets_Sent: 1234, Status: OK
[2025-01-01 07:25:00] Temperature: 39.8°C, Voltage: 3.70V, Current: 1.40A, Signal_Strength: -74dBm, Antenna_Angle: 32.21°, Roll: -1.87°, Pitch: -1.95°, Yaw: 107.21°, Packets_Sent: 1465, Status: OK
[2025-01-01 07:26:00] Temperature: 39.4°C, Voltage: 3.55V, Current: 1.23A, Signal_Strength: -60dBm, Antenna_Angle: 35.60°, Roll: 1.05°, Pitch: 0.22°, Yaw: 16.41°, Packets_Sent: 1855, Status: OK
[2025-01-01 07:27:00] Temperature: 41.5°C, Voltage: 3.75V, Current: 1.37A, Signal_Strength: -104dBm, Antenna_Angle: 355.56°, Roll: 0.73°, Pitch: 0.47°, Yaw: 270.44°, Packets_Sent: 1626, Status: Critical
[2025-01-01 07:28:00] Temperature: 34.4°C, Voltage: 3.79V, Current: 1.10A, Signal_Strength: -50dBm, Antenna_Angle: 118.31°, Roll: 1.69°, Pitch: 0.51°, Yaw: 27.73°, Packets_Sent: 1646, Status: OK
[2025-01-01 07:29:00] Temperature: 25.2°C, Voltage: 3.59V, Current: 0.58A, Signal_Strength: -71dBm, Antenna_Angle: 170.11°, Roll: 0.23°, Pitch: 0.70°, Yaw: 301.36°, Packets_Sent: 1240, Status: OK
[2025-01-01 07:30:00] Temperature: 15.1°C, Voltage: 3.51V, Current: 0.91A, Signal_Strength: -52dBm, Antenna_Angle: 257.41°, Roll: -1.55°, Pitch: -0.34°, Yaw: 153.63°, Packets_Sent: 1858, Status: OK
[2025-01-01 07:31:00] Temperature: 30.4°C, Voltage: 3.76V, Current: 0.92A, Signal_Strength: -50dBm, Antenna_Angle: 46.72°, Roll: 0.71°, Pitch: 1.52°, Yaw: 211.70°, Packets_Sent: 1315, Status: OK
[2025-01-01 07:32:00] Temperature: 22.5°C, Voltage: 3.65V, Current: 0.53A, Signal_Strength: -69dBm, Antenna_Angle: 121.98°, Roll: -1.84°, Pitch: 1.51°, Yaw: 201.47°, Packets_Sent: 1364, Status: OK
[2025-01-01 07:33:00] Temperature: 42.1°C, Voltage: 3.06V, Current: 0.72A, Signal_Strength: -75dBm, Antenna_Angle: 260.20°, Roll: 1.14°, Pitch: -0.14°, Yaw: 349.29°, Packets_Sent: 1650, Status: Warning
[2025-01-01 07:34:00] Temperature: 87.0°C, Voltage: 3.06V, Current: 1.28A, Signal_Strength: -102dBm, Antenna_Angle: 315.47°, Roll: -1.35°, Pitch: 1.30°, Yaw: 140.65°, Packets_Sent: 1281, Status: Critical
[2025-01-01 07:35:00] Temperature: 40.4°C, Voltage: 3.55V, Current: 1.13A, Signal_Strength: -74dBm, Antenna_Angle: 288.30°, Roll: -1.73°, Pitch: 0.48°, Yaw: 42.62°, Packets_Sent: 1630, Status: OK
[2025-01-01 07:36:00] Temperature: 44.5°C, Voltage: 3.82V, Current: 1.17A, Signal_Strength: -47dBm, Antenna_Angle: 339.59°, Roll: -0.71°, Pitch: 0.94°, Yaw: 301.93°, Packets_Sent: 1083, Status: OK
[2025-01-01 07:37:00] Temperature: 39.7°C, Voltage: 3.61V, Current: 0.40A, Signal_Strength: -47dBm, Antenna_Angle: 78.33°, Roll: -1.81°, Pitch: 1.76°, Yaw: 292.81°, Packets_Sent: 1645, Status: OK
[2025-01-01 07:38:00] Temperature: 22.7°C, Voltage: 3.76V, Current: 0.71A, Signal_Strength: -69dBm, Antenna_Angle: 269.29°, Roll: 0.48°, Pitch: 1.46°, Yaw: 208.03°, Packets_Sent: 1130, Status: OK
[2025-01-01 07:39:00] Temperature: 40.7°C, Voltage: 3.65V, Current: 0.64A, Signal_Strength: -75dBm, Antenna_Angle: 328.63°, Roll: 0.40°, Pitch: 1.24°, Yaw: 293.05°, Packets_Sent: 1770, Status: OK
[2025-01-01 07:40:00] Temperature: 21.9°C, Voltage: 3.51V, Current: 0.81A, Signal_Strength: -73dBm, Antenna_Angle: 171.45°, Roll: 1.05°, Pitch: 0.86°, Yaw: 356.09°, Packets_Sent: 1646, Status: OK
[2025-01-01 07:41:00] Temperature: 27.1°C, Voltage: 3.77V, Current: 0.65A, Signal_Strength: -49dBm, Antenna_Angle: 221.20°, Roll: -1.07°, Pitch: 0.20°, Yaw: 33.65°, Packets_Sent: 1575, Status: OK
[2025-01-01 07:42:00] Temperature: 39.6°C, Voltage: 3.80V, Current: 0.70A, Signal_Strength: -60dBm, Antenna_Angle: 93.45°, Roll: -0.04°, Pitch: 1.28°, Yaw: 210.67°, Packets_Sent: 1218, Status: OK
[2025-01-01 07:43:00] Temperature: 43.8°C, Voltage: 3.58V, Current: 0.67A, Signal_Strength: -65dBm, Antenna_Angle: 268.00°, Roll: -1.45°, Pitch: 1.08°, Yaw: 326.09°, Packets_Sent: 1127, Status: OK
[2025-01-01 07:44:00] Temperature: 24.9°C, Voltage: 3.49V, Current: 0.66A, Signal_Strength: -64dBm, Antenna_Angle: 202.60°, Roll: -1.61°, Pitch: -0.55°, Yaw: 55.71°, Packets_Sent: 1937, Status: OK
[2025-01-01 07:45:00] Temperature: 34.2°C, Voltage: 3.75V, Current: 1.29A, Signal_Strength: -61dBm, Antenna_Angle: 81.75°, Roll: -1.92°, Pitch: -0.82°, Yaw: 105.38°, Packets_Sent: 1685, Status: OK
[2025-01-01 07:46:00] Temperature: 40.3°C, Voltage: 3.60V, Current: 0.71A, Signal_Strength: -52dBm, Antenna_Angle: 168.68°, Roll: -0.57°, Pitch: -0.23°, Yaw: 9.83°, Packets_Sent: 975, Status: OK
[2025-01-01 07:47:00] Temperature: 39.8°C, Voltage: 3.64V, Current: 0.80A, Signal_Strength: -51dBm, Antenna_Angle: 271.68°, Roll: 0.13°, Pitch: 0.56°, Yaw: 82.75°, Packets_Sent: 1884, Status: OK
[2025-01-01 07:48:00] Temperature: 16.8°C, Voltage: 3.49V, Current: 0.75A, Signal_Strength: -46dBm, Antenna_Angle: 190.82°, Roll: 1.55°, Pitch: -0.81°, Yaw: 26.24°, Packets_Sent: 1280, Status: OK
[2025-01-01 07:49:00] Temperature: 40.4°C, Voltage: 3.73V, Current: 1.14A, Signal_Strength: -64dBm, Antenna_Angle: 58.32°, Roll: -0.67°, Pitch: 1.08°, Yaw: 141.99°, Packets_Sent: 1253, Status: OK
[2025-01-01 07:50:00] Temperature: 44.4°C, Voltage: 3.81V, Current: 0.60A, Signal_Strength: -60dBm, Antenna_Angle: 108.09°, Roll: -0.21°, Pitch: -0.29°, Yaw: 49.00°, Packets_Sent: 993, Status: OK
[2025-01-01 07:51:00] Temperature: 41.8°C, Voltage: 3.72V, Current: 0.56A, Signal_Strength: -47dBm, Antenna_Angle: 309.47°, Roll: 1.77°, Pitch: -1.17°, Yaw: 197.45°, Packets_Sent: 1322, Status: OK
[2025-01-01 07:52:00] Temperature: 29.3°C, Voltage: 3.73V, Current: 0.79A, Signal_Strength: -71dBm, Antenna_Angle: 321.51°, Roll: 0.89°, Pitch: 1.34°, Yaw: 218.65°, Packets_Sent: 1783, Status: OK
[2025-01-01 07:53:00] Temperature: 35.2°C, Voltage: 3.46V, Current: 0.69A, Signal_Strength: -47dBm, Antenna_Angle: 188.39°, Roll: 0.37°, Pitch: -1.06°, Yaw: 20.71°, Packets_Sent: 1705, Status: OK
[2025-01-01 07:54:00] Temperature: 26.1°C, Voltage: 3.54V, Current: 0.41A, Signal_Strength: -51dBm, Antenna_Angle: 247.42°, Roll: -0.10°, Pitch: 0.31°, Yaw: 267.19°, Packets_Sent: 1196, Status: OK
[2025-01-01 07:55:00] Temperature: 85.0°C, Voltage: 3.13V, Current: 0.87A, Signal_Strength: -103dBm, Antenna_Angle: 3.18°, Roll: 0.73°, Pitch: 0.95°, Yaw: 148.13°, Packets_Sent: 1292, Status: Critical
[2025-01-01 07:56:00] Temperature: 25.2°C, Voltage: 3.55V, Current: 0.88A, Signal_Strength: -73dBm, Antenna_Angle: 253.60°, Roll: -1.04°, Pitch: 1.13°, Yaw: 93.48°, Packets_Sent: 956, Status: OK
[2025-01-01 07:57:00] Temperature: 29.3°C, Voltage: 3.79V, Current: 1.22A, Signal_Strength: -71dBm, Antenna_Angle: 262.30°, Roll: -1.76°, Pitch: -1.30°, Yaw: 339.72°, Packets_Sent: 1269, Status: OK
[2025-01-01 07:58:00] Temperature: 18.1°C, Voltage: 3.75V, Current: 1.32A, Signal_Strength: -50dBm, Antenna_Angle: 234.44°, Roll: -0.30°, Pitch: -1.52°, Yaw: 177.05°, Packets_Sent: 1903, Status: OK
[2025-01-01 07:59:00] Temperature: 16.7°C, Voltage: 3.22V, Current: 1.08A, Signal_Strength: -59dBm, Antenna_Angle: 41.05°, Roll: 1.35°, Pitch: -0.38°, Yaw: 199.24°, Packets_Sent: 1449, Status: Warning
[2025-01-01 08:00:00] Temperature: 40.1°C, Voltage: 3.83V, Current: 0.41A, Signal_Strength: -57dBm, Antenna_Angle: 290.32°, Roll: -1.88°, Pitch: -1.28°, Yaw: 148.75°, Packets_Sent: 1283, Status: OK
[2025-01-01 08:01:00] Temperature: 32.1°C, Voltage: 3.67V, Current: 0.51A, Signal_Strength: -46dBm, Antenna_Angle: 95.81°, Roll: -0.93°, Pitch: 1.32°, Yaw: 21.80°, Packets_Sent: 1714, Status: OK
[2025-01-01 08:02:00] Temperature: 41.1°C, Voltage: 3.63V, Current: 1.37A, Signal_Strength: -96dBm, Antenna_Angle: 331.76°, Roll: -0.40°, Pitch: -1.22°, Yaw: 319.34°, Packets_Sent: 1064, Status: Warning
[2025-01-01 08:03:00] Temperature: 43.2°C, Voltage: 3.57V, Current: 0.62A, Signal_Strength: -69dBm, Antenna_Angle: 300.64°, Roll: -0.98°, Pitch: -0.88°, Yaw: 207.92°, Packets_Sent: 1275, Status: OK
[2025-01-01 08:04:00] Temperature: 40.9°C, Voltage: 3.63V, Current: 1.02A, Signal_Strength: -52dBm, Antenna_Angle: 155.96°, Roll: 1.66°, Pitch: -1.98°, Yaw: 80.02°, Packets_Sent: 1394, Status: OK
[2025-01-01 08:05:00] Temperature: 37.2°C, Voltage: 3.75V, Current: 0.76A, Signal_Strength: -73dBm, Antenna_Angle: 317.14°, Roll: -1.57°, Pitch: 0.41°, Yaw: 265.73°, Packets_Sent: 1565, Status: OK
[2025-01-01 08:06:00] Temperature: 28.9°C, Voltage: 3.51V, Current: 1.23A, Signal_Strength: -70dBm, Antenna_Angle: 310.02°, Roll: 1.58°, Pitch: -1.53°, Yaw: 139.54°, Packets_Sent: 1227, Status: OK
[2025-01-01 08:07:00] Temperature: 16.4°C, Voltage: 3.84V, Current: 1.02A, Signal_Strength: -62dBm, Antenna_Angle: 45.16°, Roll: 0.87°, Pitch: -0.19°, Yaw: 232.51°, Packets_Sent: 1781, Status: OK
[2025-01-01 08:08:00] Temperature: 81.1°C, Voltage: 3.52V, Current: 1.11A, Signal_Strength: -64dBm, Antenna_Angle: 73.95°, Roll: -0.94°, Pitch: 1.00°, Yaw: 211.09°, Packets_Sent: 1901, Status: Critical
[2025-01-01 08:09:00] Temperature: 82.2°C, Voltage: 3.57V, Current: 0.40A, Signal_Strength: -53dBm, Antenna_Angle: 357.73°, Roll: 1.39°, Pitch: -1.91°, Yaw: 16.05°, Packets_Sent: 1745, Status: Critical
[2025-01-01 08:10:00] Temperature: 40.3°C, Voltage: 3.52V, Current: 0.45A, Signal_Strength: -69dBm, Antenna_Angle: 27.99°, Roll: 1.11°, Pitch: 1.78°, Yaw: 317.55°, Packets_Sent: 1660, Status: OK
[2025-01-01 08:11:00] Temperature: 16.0°C, Voltage: 2.83V, Current: 1.03A, Signal_Strength: -74dBm, Antenna_Angle: 81.06°, Roll: -0.61°, Pitch: -1.23°, Yaw: 74.26°, Packets_Sent: 1221, Status: Critical
[2025-01-01 08:12:00] Temperature: 17.0°C, Voltage: 3.51V, Current: 0.81A, Signal_Strength: -55dBm, Antenna_Angle: 119.30°, Roll: -1.55°, Pitch: 1.54°, Yaw: 81.44°, Packets_Sent: 1021, Status: OK
[2025-01-01 08:13:00] Temperature: 24.9°C, Voltage: 3.74V, Current: 1.39A, Signal_Strength: -68dBm, Antenna_Angle: 145.73°, Roll: 1.25°, Pitch: 1.23°, Yaw: 102.54°, Packets_Sent: 1932, Status: OK
[2025-01-01 08:14:00] Temperature: 78.2°C, Voltage: 3.75V, Current: 0.67A, Signal_Strength: -49dBm, Antenna_Angle: 106.03°, Roll: -0.42°, Pitch: -1.35°, Yaw: 153.63°, Packets_Sent: 1404, Status: Warning
[2025-01-01 08:15:00] Temperature: 37.4°C, Voltage: 3.67V, Current: 1.11A, Signal_Strength: -95dBm, Antenna_Angle: 299.39°, Roll: 1.01°, Pitch: -1.64°, Yaw: 316.68°, Packets_Sent: 1451, Status: Warning
[2025-01-01 08:16:00] Temperature: 26.8°C, Voltage: 3.81V, Current: 1.07A, Signal_Strength: -57dBm, Antenna_Angle: 342.49°, Roll: -1.43°, Pitch: 1.87°, Yaw: 144.53°, Packets_Sent: 1141, Status: OK
[2025-01-01 08:17:00] Temperature: 28.8°C, Voltage: 3.69V, Current: 0.71A, Signal_Strength: -73dBm, Antenna_Angle: 5.36°, Roll: 0.38°, Pitch: 1.47°, Yaw: 230.72°, Packets_Sent: 1273, Status: OK
[2025-01-01 08:18:00] Temperature: 42.1°C, Voltage: 3.59V, Current: 1.48A, Signal_Strength: -72dBm, Antenna_Angle: 47.68°, Roll: -0.21°, Pitch: 0.81°, Yaw: 35.95°, Packets_Sent: 1710, Status: OK
[2025-01-01 08:19:00] Temperature: 36.7°C, Voltage: 3.50V, Current: 0.87A, Signal_Strength: -46dBm, Antenna_Angle: 170.44°, Roll: 0.67°, Pitch: 0.03°, Yaw: 330.40°, Packets_Sent: 1209, Status: OK
